epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
240,7436.14,0.72092,0.83965,1.39629,0.00784,0.28655,0.86328,0.73003,0.77139,0.45657,0.87236,0.74873,0.76692,0.42408,1.29324,1.74177,3.3887,0.01801,0,0.000352237,0.000352237,0.000352237
241,7463.66,0.71967,0.80373,1.33438,0.00738,0.28465,0.81853,0.74397,0.74676,0.44474,0.84259,0.76761,0.75977,0.41608,1.29888,1.82861,3.26505,0.01779,0,0.000346736,0.000346736,0.000346736
242,7491.27,0.71767,0.76366,1.27284,0.00662,0.29394,0.87155,0.7107,0.75927,0.44987,0.82447,0.76341,0.76146,0.41699,1.32257,1.88892,3.09814,0.01812,0,0.000341235,0.000341235,0.000341235
243,7519.32,0.69106,0.78111,1.22433,0.00687,0.27935,0.81154,0.74618,0.75248,0.44582,0.81808,0.75479,0.75823,0.40508,1.31039,1.83838,3.35349,0.01819,0,0.000335734,0.000335734,0.000335734
244,7546.79,0.7522,0.78847,1.34778,0.00698,0.27013,0.8178,0.73084,0.73739,0.43443,0.89107,0.69554,0.7552,0.40676,1.34951,1.84034,3.14865,0.01942,0,0.000330233,0.000330233,0.000330233
245,7574.35,0.72302,0.79068,1.29833,0.00647,0.27647,0.84445,0.72007,0.75449,0.44565,0.85563,0.74065,0.77158,0.41456,1.34077,1.84189,3.1513,0.01891,0,0.000324732,0.000324732,0.000324732
246,7601.81,0.66453,0.69281,1.1392,0.00625,0.27753,0.84879,0.72697,0.75837,0.4502,0.86011,0.74001,0.76936,0.41866,1.31941,1.82139,3.21528,0.01835,0,0.000319231,0.000319231,0.000319231
247,7629.52,0.73004,0.79493,1.33615,0.00676,0.26756,0.83406,0.72404,0.7432,0.44279,0.85933,0.71676,0.76778,0.42175,1.29981,1.6912,3.26219,0.01813,0,0.000313729,0.000313729,0.000313729
248,7657.13,0.72756,0.75839,1.40092,0.00714,0.30764,0.84819,0.72915,0.74506,0.4365,0.8532,0.72937,0.75815,0.41077,1.31496,1.72155,3.2857,0.01836,0,0.000308228,0.000308228,0.000308228
249,7684.79,0.69891,0.69586,1.23194,0.00647,0.27185,0.82587,0.72915,0.73885,0.42496,0.81743,0.72532,0.73998,0.39976,1.29735,1.78293,3.35626,0.01805,0,0.000302727,0.000302727,0.000302727
250,7712.56,0.76364,0.87933,1.35416,0.00738,0.29009,0.83765,0.72446,0.74887,0.42988,0.84211,0.72966,0.75134,0.40734,1.29348,1.80971,3.27841,0.01782,0,0.000297226,0.000297226,0.000297226
251,7740.26,0.7214,0.76034,1.36562,0.00713,0.27542,0.84507,0.71213,0.748,0.43912,0.85641,0.72075,0.7525,0.41015,1.32805,1.74957,3.28827,0.01895,0,0.000291725,0.000291725,0.000291725
252,7768.05,0.75405,0.8647,1.44781,0.00689,0.2717,0.77555,0.72381,0.72113,0.43187,0.87947,0.68834,0.7517,0.40993,1.33857,1.70613,3.25308,0.01858,0,0.000286224,0.000286224,0.000286224
253,7795.91,0.73717,0.77015,1.37463,0.00743,0.28385,0.77772,0.72053,0.73615,0.44001,0.82273,0.71876,0.75393,0.40854,1.35006,1.71989,3.19163,0.01926,0,0.000280723,0.000280723,0.000280723
254,7823.92,0.75859,0.74636,1.39564,0.00687,0.27772,0.83715,0.67913,0.74107,0.4442,0.84833,0.70594,0.75713,0.41051,1.34519,1.85447,3.23533,0.01937,0,0.000275222,0.000275222,0.000275222
255,7855.05,0.73216,0.7796,1.32618,0.00689,0.28073,0.84225,0.69793,0.74173,0.44091,0.84165,0.71876,0.7568,0.41221,1.35548,1.76577,3.06899,0.02003,0,0.000269721,0.000269721,0.000269721
256,7886.6,0.68426,0.75149,1.1732,0.00636,0.2713,0.83066,0.69511,0.74121,0.44538,0.84708,0.71014,0.75845,0.41759,1.37085,1.8485,3.05662,0.02013,0,0.00026422,0.00026422,0.00026422
257,7915.54,0.71451,0.72676,1.32373,0.00686,0.26341,0.83495,0.70301,0.74717,0.44024,0.84531,0.71383,0.75399,0.41441,1.33112,1.87642,3.18771,0.01964,0,0.000258718,0.000258718,0.000258718
